[TimeSignaturePoints]
65;3;4
71;6;4
189;4;4
[TimingPoints]
29.854118;15;4;4
31.514622;16;4;4
32.25581;16.5;4;4
33.07075;17;4;4
33.812164;17.5;4;4
35.028095;18.25;4;4
35.447887;18.5;4;4
36.1972;19;4;4
38.597866;20.5;4;4
39.405636;21;4;4
40.162575;21.5;4;4
40.971626;22;4;4
42.574905;23;4;4
44.18767;24;4;4
44.97545;24.5;4;4
45.77752;25;4;4
46.54109;25.5;4;4
48.97698;27;4;4
49.91533;27.5;4;4
50.772213;28;4;4
52.48398;29;4;4
52.86501;29.25;4;4
54.321083;30;4;4
55.106915;30.5;4;4
55.523277;30.75;4;4
55.96532;31;4;4
56.832607;31.5;4;4
57.71222;32;4;4
58.616383;32.5;4;4
59.50071;33;4;4
61.235134;34;4;4
62.15993;34.5;4;4
63.06809;35;4;4
63.961464;35.5;4;4
65.56431;36.5;4;4
66.41396;37;4;4
67.190445;37.5;4;4
68.020386;38;4;4
68.87227;38.5;4;4
70.50626;39.5;4;4
72.1028;40.5;4;4
72.93415;41;4;4
74.61887;42;4;4
75.470116;42.5;4;4
77.119644;43.5;4;4
78.75098;44.5;4;4
79.59093;45;4;4
80.36759;45.5;4;4
81.731155;46.25;4;4
82.597755;46.75;4;4
83.011475;47;4;4
84.77097;48;4;4
86.54526;49;4;4
88.36688;50;4;4
89.31493;50.5;4;4
90.14258;51;4;4
93.74916;53;4;4
95.48093;54;4;4
97.24122;55;4;4
98.1244;55.5;4;4
99.752014;56.5;4;4
100.581924;57;4;4
101.3749;57.5;4;4
103.12634;58.5;4;4
103.9187;59;4;4
107.21285;61;4;4
108.02829;61.5;4;4
109.78097;62.5;4;4
110.593925;63;4;4
112.2515;64;4;4
113.077736;64.5;4;4
113.93972;65;3;4
115.40946;65.333336;3;4
116.81347;65.666664;3;4
118.13113;66;3;4
119.44308;66.333336;3;4
120.74097;66.666664;3;4
121.90479;67;3;4
122.77912;67.333336;3;4
123.53764;67.666664;3;4
124.192154;68;3;4
124.735344;68.333336;3;4
125.21973;68.666664;3;4
125.615715;69;3;4
125.94195;69.333336;3;4
126.24866;69.666664;3;4
126.53094;70;3;4
126.79168;70.333336;3;4
127.02262;70.666664;3;4
127.25473;71;6;4
128.59659;72;6;4
129.9123;73;6;4
133.84172;76;6;4
135.12071;77;6;4
136.4005;78;6;4
137.70096;79;6;4
139.00842;80;6;4
140.26724;81;6;4
142.84277;83;6;4
145.44003;85;6;4
148.03252;87;6;4
149.3854;88;6;4
150.66826;89;6;4
153.27567;91;6;4
155.91394;93;6;4
158.53061;95;6;4
159.86049;96;6;4
161.17522;97;6;4
162.5122;98;6;4
163.8148;99;6;4
165.18387;100;6;4
167.88702;102;6;4
169.17409;103;6;4
170.46808;104;6;4
171.7651;105;6;4
174.33125;107;6;4
175.5906;108;6;4
178.158;110;6;4
180.71806;112;6;4
181.97787;113;6;4
183.22795;114;6;4
184.49736;115;6;4
185.79536;116;6;4
189.61172;119;6;4
190.9012;120;6;4
192.16153;121;6;4
193.41757;122;6;4
194.66391;123;6;4
195.95844;124;6;4
198.48286;126;6;4
199.7267;127;6;4
202.26212;129;6;4
204.79575;131;6;4
207.30312;133;6;4
208.59428;134;6;4
211.1111;136;6;4
212.37442;137;6;4
217.43832;141;6;4
221.37967;144;6;4
227.89516;149;6;4
235.45575;155;6;4
239.22292;158;6;4
243.01413;161;6;4
244.29434;162;6;4
246.8407;164;6;4
248.15668;165;6;4
252.04181;168;6;4
253.30074;169;6;4
254.64261;170;6;4
259.94287;174;6;4
262.57565;176;6;4
263.89072;177;6;4
269.0219;181;6;4
271.5931;183;6;4
272.91025;184;6;4
275.47104;186;6;4
278.06067;188;6;4
279.36484;189;4;4
280.62592;190.5;4;4
281.067;191;4;4
281.47592;191.5;4;4
282.759;193;4;4
286.99442;195;4;4
289.69223;197.16667;4;4
290.72083;198;4;4
293.10052;199.83333;4;4
294.7867;201.16667;4;4
296.7375;202.66667;4;4
298.46057;204;4;4
302.33926;207;4;4
303.44754;207.83333;4;4
306.2801;210;4;4
308.85474;212;4;4
313.76733;215.83333;4;4
315.50845;217.16667;4;4
317.4135;218.66667;4;4
319.15002;220;4;4
320.64066;221.16667;4;4
